ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,market
009037.OF,浦银安盛普庆纯债A,浦银安盛基金,交通银行,债券型,20200820,,,20200518,,2.1031,0.3,0.1,,1,0.0001,,中证综合债指数收益率,L,债券型,契约型开放式,O
008544.OF,西部利得新瑞C,西部利得基金,中国工商银行,混合型,20200820,,,20200518,,2.2085,0.9,0.1,,1,0.001,,中债综合全价指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,O
009875.OF,天弘甄选食品饮料A,天弘基金,中信建投,股票型,20200820,,,20200727,,0.3357,1,0.1,,1,0.001,,中证食品饮料指数收益率*80%+中证综合债指数收益率*15%+恒生必需性消费业指数收益率(经汇率调整)*5%,L,股票型,契约型开放式,O
009969.OF,金鹰内需成长C,金鹰基金,中国工商银行,混合型,20200820,,,20200803,,1.4325,1.5,0.25,,1,0.0001,,沪深300指数收益率*75%+中债总财富(总值)指数收益率*25%,L,混合型,契约型开放式,O
009783.OF,富国兴泉回报12个月持有C,富国基金,兴业银行,混合型,20200820,,,20200728,,9.5651,1.5,0.25,,1,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*45%+恒生指数收益率(使用估值汇率折算)*5%,L,混合型,契约型开放式,O
009038.OF,浦银安盛普庆纯债C,浦银安盛基金,交通银行,债券型,20200820,,,20200518,,0.2939,0.3,0.1,,1,0.0001,,中证综合债指数收益率,L,债券型,契约型开放式,O
009777.OF,中欧阿尔法C,中欧基金,招商银行,混合型,20200820,,,20200817,,19.0887,1.5,0.25,,1,0.0001,,中证800指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率*10%,L,混合型,契约型开放式,O
009316.OF,交银施罗德中债1-3年政策性金融债C,交银施罗德基金,中国农业银行,债券型,20200820,,,20200706,,,0.15,0.05,,1,0.0001,,中债-1-3年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
009876.OF,天弘甄选食品饮料C,天弘基金,中信建投,股票型,20200820,,,20200727,,0.7437,1,0.1,,1,0.001,,中证食品饮料指数收益率*80%+中证综合债指数收益率*15%+恒生必需性消费业指数收益率(经汇率调整)*5%,L,股票型,契约型开放式,O
009968.OF,金鹰内需成长A,金鹰基金,中国工商银行,混合型,20200820,,,20200803,,11.501,1.5,0.25,,1,0.0001,,沪深300指数收益率*75%+中债总财富(总值)指数收益率*25%,L,混合型,契约型开放式,O
010032.OF,华泰柏瑞战略新兴产业C,华泰柏瑞基金,中国银行,混合型,20200820,,,,,,1.5,0.25,,1,,,中证新兴产业指数收益率*80%+中债综合指数收益率*20%,L,混合型,契约型开放式,O
010028.OF,华泰柏瑞创新升级C,华泰柏瑞基金,中国银行,混合型,20200820,,,,,,1.5,0.25,,1,,,中证新兴产业指数收益率*40%+中债总指数(全价)收益率*40%+中证TMT产业主题指数收益率*20%,L,灵活配置型,契约型开放式,O
009782.OF,富国兴泉回报12个月持有A,富国基金,兴业银行,混合型,20200820,,,20200728,,14.2631,1.5,0.25,,1,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*45%+恒生指数收益率(使用估值汇率折算)*5%,L,混合型,契约型开放式,O
009315.OF,交银施罗德中债1-3年政策性金融债A,交银施罗德基金,中国农业银行,债券型,20200820,,,20200706,,74.0998,0.15,0.05,,1,0.0001,,中债-1-3年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
010031.OF,华泰柏瑞生物医药C,华泰柏瑞基金,中国银行,混合型,20200820,,,,,,1.5,0.25,,1,,,中证医药卫生指数收益率*70%+上证国债指数收益率*30%,L,灵活配置型,契约型开放式,O
010037.OF,华泰柏瑞价值增长C,华泰柏瑞基金,中国银行,混合型,20200820,,,,,,1.5,0.25,,1,,,沪深300指数*80%+上证国债指数*20%,L,价值增长型,契约型开放式,O
008881.OF,国联安增顺纯债C,国联安基金,中国民生银行,债券型,20200820,,,20200518,,0.1963,0.4,0.05,,1,0.001,,中债综合指数收益率,L,债券型,契约型开放式,O
008880.OF,国联安增顺纯债A,国联安基金,中国民生银行,债券型,20200820,,,20200518,,2.0519,0.4,0.05,,1,0.001,,中债综合指数收益率,L,债券型,契约型开放式,O
009708.OF,工银新兴制造C,工银瑞信基金,交通银行,混合型,20200820,,,20200731,,1.0759,1.5,0.25,,1,0.0001,,申银万国制造业指数收益率*65%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数收益率*5%,L,混合型,契约型开放式,O
009042.OF,浦银安盛普天纯债C,浦银安盛基金,交通银行,债券型,20200820,,,20200518,,0.2006,0.3,0.1,,1,0.0001,,中证综合债指数收益率,L,债券型,契约型开放式,O
470030.OF,汇添富鑫禧,汇添富基金,中国工商银行,债券型,20200819,,,20200819,,,0.2,0.05,,1,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,O
009846.OF,国富港股通远见价值,国海富兰克林基金,招商银行,混合型,20200818,,,20200806,,12.2214,1.5,0.25,,1,0.001,,恒生指数收益率*70%+银行活期存款利率(税后)*20%+沪深300指数收益率*10%,L,混合型,契约型开放式,O
008459.OF,招商安锦C,招商基金,浙商银行,债券型,20200818,,,20200515,,2.4759,0.3,0.1,,1,0.0001,,中债综合指数收益率,L,债券型,契约型开放式,O
008437.OF,九泰行业优选A,九泰基金,宁波银行,混合型,20200818,,,20200515,,0.001,0.8,0.15,,1,0.0001,,沪深300指数收益率*50%+中债总指数收益率*50%,L,灵活配置型,契约型开放式,O
008438.OF,九泰行业优选C,九泰基金,宁波银行,混合型,20200818,,,20200515,,2.0743,0.8,0.15,,1,0.0001,,沪深300指数收益率*50%+中债总指数收益率*50%,L,灵活配置型,契约型开放式,O
008458.OF,招商安锦A,招商基金,浙商银行,债券型,20200818,,,20200515,,0.9018,0.3,0.1,,1,0.0001,,中债综合指数收益率,L,债券型,契约型开放式,O
008492.OF,万家家丰C,万家基金,中国工商银行,债券型,20200818,,,20200519,,0.7271,0.3,0.1,,1,0.001,,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,O
008491.OF,万家家丰A,万家基金,中国工商银行,债券型,20200818,,,20200519,,1.5799,0.3,0.1,,1,0.001,,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,O
009877.OF,中银内核驱动,中银基金,兴业银行,股票型,20200818,,,20200727,,17.2091,1.5,0.25,,1,0.001,,沪深300指数收益率*65%+恒生指数收益率(经人民币汇率折算)*20%+中债综合全价(总值)指数收益率*15%,L,股票型,契约型开放式,O
009703.OF,鹏华中债1-3年农发行C,鹏华基金,中国农业银行,债券型,20200817,,,20200701,,0,0.15,0.05,,1,0.001,,中债-1-3年农发行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
009951.OF,广发稳健回报A,广发基金,中国工商银行,混合型,20200817,,,20200728,,127.0706,1.5,0.25,,1,0.0001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,混合型,契约型开放式,O
008628.OF,大成惠享一年定开债,大成基金,中国银行,债券型,20200817,,,20200514,,0.1,0.3,0.1,,1,,,中债综合全价指数收益率,L,债券型,契约型开放式,O
009702.OF,鹏华中债1-3年农发行A,鹏华基金,中国农业银行,债券型,20200817,,,20200701,,79.9501,0.15,0.05,,1,0.001,,中债-1-3年农发行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
008496.OF,国泰惠瑞一年定开,国泰基金,华夏银行,债券型,20200817,,,20200518,,3.1,0.3,0.1,,1,,,中证综合债指数收益率,L,债券型,契约型开放式,O
008442.OF,九泰科新优享C,九泰基金,浦发银行/上海浦东发展银行,混合型,20200817,,,20200513,,2.0702,0.6,0.15,,1,0.0001,,沪深300指数收益率*50%+中国债券总指数收益率*50%,L,灵活配置型,契约型开放式,O
009891.OF,融通产业趋势臻选,融通基金,中国建设银行,股票型,20200817,,,20200730,,18.8054,1.5,0.25,,1,0.0001,,沪深300指数收益率*80%+中证香港100指数收益率*10%+中债综合全价(总值)指数收益率*10%,L,股票型,契约型开放式,O
008832.OF,海富通中证长三角领先ETF联接,海富通基金,中国银行,股票型,20200817,,,20200513,,2.6912,0.15,0.05,,1,0.001,,中证长三角领先指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
009911.OF,长信价值蓝筹两年C,长信基金,中国工商银行,混合型,20200817,,,,,,1.5,0.2,,1,,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,O
008441.OF,九泰科新优享A,九泰基金,浦发银行/上海浦东发展银行,混合型,20200817,,,20200513,,0.0004,0.6,0.15,,1,0.0001,,沪深300指数收益率*50%+中国债券总指数收益率*50%,L,灵活配置型,契约型开放式,O
009952.OF,广发稳健回报C,广发基金,中国工商银行,混合型,20200817,,,20200728,,21.4899,1.5,0.25,,1,0.0001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,混合型,契约型开放式,O
009823.OF,鹏华招华一年持有C,鹏华基金,招商银行,混合型,20200817,,,20200722,,1.6723,0.6,0.15,,1,0.001,,中证综合债指数收益率*70%+沪深300指数收益率*25%+恒生指数收益率*5%(经汇率估值调整),L,混合型,契约型开放式,O
009822.OF,鹏华招华一年持有A,鹏华基金,招商银行,混合型,20200817,,,20200722,,5.3519,0.6,0.15,,1,0.001,,中证综合债指数收益率*70%+沪深300指数收益率*25%+恒生指数收益率*5%(经汇率估值调整),L,混合型,契约型开放式,O
161915.OF,万家创业板2年定开C,万家基金,中国农业银行,混合型,20200814,,,20200806,,2.7038,1.5,0.25,,1,0.001,,创业板综合指数收益率*80%+中债综合指数收益率*20%,L,混合型,契约型开放式,O
008868.OF,民生加银嘉益,民生加银基金,中国建设银行,债券型,20200814,,,20200518,,10.0001,0.3,0.1,,1,0.001,,中国债券综合指数收益率,L,债券型,契约型开放式,O
009781.OF,南方产业优势两年持有C,南方基金,中国工商银行,混合型,20200814,,,20200804,,3.5042,1.5,0.25,,1,0.0001,,沪深300指数收益率*50%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*20%,L,混合型,契约型开放式,O
009874.OF,九泰久睿量化,九泰基金,浙商银行,股票型,20200814,,,20200731,,19.1344,1.5,0.1,,1,0.0001,,中证500指数收益率*95%+商业银行活期存款利率(税后)*5%,L,股票型,契约型开放式,O
008546.OF,南方产业优势两年持有A,南方基金,中国工商银行,混合型,20200814,,,20200804,,28.4925,1.5,0.25,,1,0.0001,,沪深300指数收益率*50%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*20%,L,混合型,契约型开放式,O
161914.OF,万家创业板2年定开A,万家基金,中国农业银行,混合型,20200814,,,20200806,,15.2304,1.5,0.25,,1,0.001,,创业板综合指数收益率*80%+中债综合指数收益率*20%,L,混合型,契约型开放式,O
009214.OF,易方达如意安泰一年C,易方达基金,中国农业银行,混合型,20200814,,,20200722,,0.0794,0.6,0.15,,1,0.0001,,中债新综合指数(财富)收益率*90%+沪深300指数收益率*10%,L,混合型,契约型开放式,O
008877.OF,国联安增盛一年定开纯债,国联安基金,上海银行,债券型,20200814,,,20200515,,2.25,0.3,0.1,,1,,,中债综合指数收益率,L,债券型,契约型开放式,O
009250.OF,易方达磐泰一年持有C,易方达基金,中国邮政储蓄银行,混合型,20200814,,,20200715,,1.3629,0.6,0.18,,1,0.0001,,中债新综合指数(财富)收益率*90%+沪深300指数收益率*10%,L,混合型,契约型开放式,O
009249.OF,易方达磐泰一年持有A,易方达基金,中国邮政储蓄银行,混合型,20200814,,,20200715,,15.5403,0.6,0.18,,1,0.0001,,中债新综合指数(财富)收益率*90%+沪深300指数收益率*10%,L,混合型,契约型开放式,O
009794.OF,太平智选一年定开,太平基金,兴业银行,股票型,20200814,,,20200706,,5.1,1.3,0.2,,1,,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,股票型,契约型开放式,O
008786.OF,长城健康生活,长城基金,中国建设银行,混合型,20200814,,,20200804,,38.1627,1.5,0.25,,1,0.1,,中证健康产业指数收益率*45%+中债综合财富指数收益率*45%+中证港股通综合指数收益率(使用估值汇率折算)*10%,L,灵活配置型,契约型开放式,O
009240.OF,泰康蓝筹优势,泰康资产,中国工商银行,股票型,20200814,,,20200729,,8.7737,1.5,0.25,,1,0.001,,沪深300指数收益率*75%+中债新综合全价(总值)指数收益率*15%+恒生指数收益率*10%,L,股票型,契约型开放式,O
009824.OF,鹏华添利宝B,鹏华基金,中国光大银行,货币市场型,20200814,,,,,,0.14,0.04,,1,,,活期存款利率(税后),L,货币型,契约型开放式,O
009213.OF,易方达如意安泰一年A,易方达基金,中国农业银行,混合型,20200814,,,20200722,,3.8047,0.6,0.15,,1,0.0001,,中债新综合指数(财富)收益率*90%+沪深300指数收益率*10%,L,混合型,契约型开放式,O
009417.OF,国投瑞银顺荣39个月定开A,国投瑞银基金,上海银行,债券型,20200813,,,20200729,,79.9934,0.15,0.05,,1,0.001,,该封闭期起始日公布的三年期定期存款利率(税后)+0.5%,L,债券型,契约型开放式,O
009854.OF,中加优势企业C,中加基金,中国工商银行,混合型,20200813,,,20200728,,0.2082,1.5,0.25,,1,0.001,,沪深300指数收益率*70%+1年期定期存款利率(税后)*20%+经人民币汇率调整的恒生指数收益率*10%,L,混合型,契约型开放式,O
010048.OF,平安短债I,平安基金,中国银行,债券型,20200813,,,,,,0.3,0.1,,1,,,中国人民银行公布的1年期定期存款利率(税后),L,债券型,契约型开放式,O
009418.OF,国投瑞银顺荣39个月定开C,国投瑞银基金,上海银行,债券型,20200813,,,20200729,,79.9934,0.15,0.05,,1,0.001,,该封闭期起始日公布的三年期定期存款利率(税后)+0.5%,L,债券型,契约型开放式,O
008465.OF,蜂巢添益A,蜂巢基金,浙商银行,债券型,20200813,,,20200514,,6.7002,0.3,0.1,,1,0.0001,,中债综合全价(总值)指数收益率*80%+1年期银行定期存款利率(税后)*20%,L,债券型,契约型开放式,O
009775.OF,汇丰晋信中小盘低波动策略C,汇丰晋信基金,中国建设银行,股票型,20200813,,,20200720,,0.3378,1.5,0.25,,1,0.1,,中证500指数收益率*90%+同业存款利率(税后)*10%,L,股票型,契约型开放式,O
009853.OF,中加优势企业A,中加基金,中国工商银行,混合型,20200813,,,20200728,,3.199,1.5,0.25,,1,0.001,,沪深300指数收益率*70%+1年期定期存款利率(税后)*20%+经人民币汇率调整的恒生指数收益率*10%,L,混合型,契约型开放式,O
008466.OF,蜂巢添益C,蜂巢基金,浙商银行,债券型,20200813,,,20200514,,0.0001,0.3,0.1,,1,0.0001,,中债综合全价(总值)指数收益率*80%+1年期银行定期存款利率(税后)*20%,L,债券型,契约型开放式,O
008637.OF,国金惠享一年定开,国金基金,中信证券,债券型,20200813,,,20200520,,5.1,0.3,0.1,,1,,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,O
009908.OF,湘财长泽C,湘财基金,安信证券,混合型,20200813,,,20200727,,3.2108,1.5,0.25,,1,0.0001,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,O
009907.OF,湘财长泽A,湘财基金,安信证券,混合型,20200813,,,20200727,,4.7136,1.5,0.25,,1,0.0001,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,O
009880.OF,安信成长动力一年持有,安信基金,中国民生银行,混合型,20200813,,,20200730,,7.6292,1.5,0.25,,1,0.0001,,中证800指数收益率*60%+中债总指数(全价)收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,O
009658.OF,汇丰晋信中小盘低波动策略A,汇丰晋信基金,中国建设银行,股票型,20200813,,,20200720,,7.1572,1.5,0.25,,1,0.1,,中证500指数收益率*90%+同业存款利率(税后)*10%,L,股票型,契约型开放式,O
008878.OF,国联安新蓝筹红利一年定开,国联安基金,兴业银行,混合型,20200813,,,20200515,,2.6,1,0.1,,1,,,沪深300指数收益率*60%+中债综合指数收益率*35%+恒生指数收益率*5%,L,混合型,契约型开放式,O
